# L9 File Metrics
# =================
# Format: path/to/file.py | Lines: N | Classes: N | Functions: N
# Use for: Finding large files, complexity hotspots

| File | Lines | Classes | Functions | Async |
| `_archived/archived_mcp_memory/tests/test_memory.py` | 253 | 0 | 0 | 8 |
| `igor/audit-memory/mcp_memory_tests_test_memory.py` | 253 | 0 | 0 | 8 |
| `tools/Phased Upgrades/Stage 1 - Phase 1-6/postgres_backend.py` | 252 | 1 | 1 | 8 |
| `world_model/loader.py` | 252 | 1 | 12 | 0 |
| `orchestration/quantum_swarm_loader.py` | 251 | 2 | 3 | 4 |
| `core/observability/models.py` | 248 | 16 | 5 | 0 |
| `core/observability/l9_integration.py` | 248 | 0 | 0 | 21 |
| `igor/01-07-2026/L9 Memory Substrate Audit/script_5.py` | 247 | 0 | 0 | 0 |
| `services/symbolic_computation/core/optimizer.py` | 246 | 1 | 8 | 0 |
| `core/observability/service.py` | 245 | 1 | 8 | 5 |
| `runtime/memory_helpers.py` | 244 | 0 | 0 | 2 |
| `scripts/factory_extract.py` | 244 | 0 | 2 | 1 |
| `tools/Phased Upgrades/Stage 1 - Phase 1-6/substrate_service.py` | 243 | 6 | 1 | 11 |
| `runtime/websocket_orchestrator.py` | 243 | 1 | 4 | 6 |
| `tests/integration/test_closed_loop_learning.py` | 243 | 3 | 4 | 3 |
| `orchestrators/action_tool/validator.py` | 243 | 2 | 5 | 5 |
| `igor/audit-tools/orchestrators_action_tool_validator.py` | 243 | 2 | 5 | 5 |
| `scripts/rename_l_to_l_cto.py` | 242 | 0 | 4 | 0 |
| `core/error_tracking.py` | 240 | 0 | 0 | 4 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/agent_controller.py` | 239 | 1 | 3 | 3 |
| `services/research/research_api.py` | 237 | 5 | 1 | 3 |
| `core/agents/kernel_registry.py` | 236 | 1 | 10 | 0 |
| `api/agent_routes.py` | 235 | 2 | 0 | 6 |
| `core/schemas/research_factory_state.py` | 234 | 3 | 7 | 0 |
| `scripts/migrate_kernels_to_graph.py` | 234 | 0 | 0 | 3 |
| `api/routes/simulation.py` | 234 | 3 | 1 | 4 |
| `memory/extractor/agent_config_extractor.py` | 230 | 1 | 10 | 0 |
| `orchestrators/evolution/apply_engine.py` | 230 | 1 | 1 | 15 |
| `api/webhook_waba.py` | 230 | 0 | 1 | 4 |
| `igor/audit-memory/memory_extractor_agent_config_extractor.py` | 230 | 1 | 10 | 0 |
| `igor/audit-tools/services_research_tools_tool_wrappers.py` | 229 | 4 | 1 | 4 |
| `services/research/tools/tool_wrappers.py` | 229 | 4 | 1 | 4 |
| `core/schemas/l_tools.py` | 228 | 8 | 0 | 0 |
| `igor/01-07-2026/L9 Memory Substrate Audit/packet_validator.py` | 228 | 4 | 10 | 0 |
| `igor/audit-tools/core_schemas_l_tools.py` | 228 | 8 | 0 | 0 |
| `tests/test_memory_adapter.py` | 227 | 2 | 8 | 7 |
| `tests/test_l_cto_kernel_activation.py` | 227 | 3 | 12 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/packet_router.py` | 226 | 2 | 6 | 3 |
| `upgrades/packet_envelope/config.py` | 226 | 11 | 5 | 0 |
| `orchestrators/meta/orchestrator.py` | 225 | 1 | 3 | 4 |
| `orchestrators/world_model/orchestrator.py` | 225 | 1 | 1 | 6 |
| `codegen/templates/python/module-template.py` | 223 | 0 | 0 | 3 |
| `_archived/archived_mcp_memory/src/main.py` | 223 | 1 | 7 | 7 |
| `igor/audit-memory/mcp_memory_src_main.py` | 223 | 1 | 7 | 7 |
| `core/observability/aggregation.py` | 222 | 2 | 8 | 0 |
| `world_model/interfaces.py` | 222 | 5 | 18 | 0 |
| `orchestration/slack_task_router.py` | 221 | 0 | 2 | 0 |
| `orchestrators/memory/orchestrator.py` | 220 | 1 | 1 | 6 |
| `tests/docker/test_migrations.py` | 218 | 3 | 9 | 0 |
| `orchestrators/meta/adapter.py` | 217 | 1 | 5 | 2 |
| `aios/controller.py` | 216 | 1 | 5 | 0 |
| `api/vps_executor.py` | 215 | 3 | 6 | 1 |
| `world_model/__init__.py` | 214 | 0 | 0 | 0 |
| `orchestrators/reasoning/orchestrator.py` | 213 | 1 | 2 | 5 |
| `aios/local_api.py` | 211 | 1 | 6 | 0 |
| `orchestrators/research_swarm/orchestrator.py` | 211 | 1 | 1 | 3 |
| `tests/mocks/kernel_mocks.py` | 210 | 2 | 6 | 0 |
| `core/coordination/event_queue.py` | 209 | 4 | 5 | 7 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/packet_validator.py` | 209 | 2 | 5 | 0 |
| `orchestrators/action_tool/orchestrator.py` | 208 | 1 | 1 | 3 |
| `igor/audit-tools/orchestrators_action_tool_orchestrator.py` | 208 | 1 | 1 | 3 |
| `tests/services/symbolic_computation/test_validator.py` | 207 | 7 | 25 | 0 |
| `tests/orchestrators/test_action_tool_orchestrator.py` | 206 | 1 | 4 | 4 |
| `api/server_memory.py` | 206 | 2 | 2 | 1 |
| `api/dependencies.py` | 206 | 0 | 9 | 0 |
| `igor/audit-tools/tests_orchestrators_test_action_tool_orchestrator.py` | 206 | 1 | 4 | 4 |
| `services/research/agents/researcher_agent.py` | 203 | 1 | 2 | 3 |
| `memory/migration_runner.py` | 201 | 1 | 2 | 8 |
| `api/routes/upgrades.py` | 201 | 0 | 1 | 9 |
| `tests/api/test_auth.py` | 200 | 1 | 8 | 0 |
| `scripts/send_perplexity_spec_request.py` | 199 | 0 | 3 | 0 |
| `orchestration/email_task_router.py` | 198 | 0 | 2 | 0 |
| `igor/audit-memory/orchestrators_memory_housekeeping.py` | 197 | 1 | 1 | 5 |
| `tests/performance/test_state_bloat.py` | 196 | 1 | 8 | 0 |
| `igor/audit-memory/memory_migration_runner.py` | 196 | 1 | 2 | 8 |
| `core/schemas/ws_event_stream.py` | 195 | 4 | 0 | 0 |
| `world_model/nodes/update_world_model_node.py` | 195 | 1 | 1 | 1 |
| `igor/audit-memory/core_schemas_ws_event_stream.py` | 195 | 4 | 0 | 0 |
| `tests/clients/test_memory_client.py` | 194 | 0 | 1 | 3 |
| `email_agent/credentials.py` | 191 | 0 | 5 | 0 |
| `runtime/long_plan_tool.py` | 190 | 0 | 0 | 3 |
| `igor/audit-tools/runtime_long_plan_tool.py` | 190 | 0 | 0 | 3 |
| `api/routes/reasoning.py` | 189 | 2 | 1 | 3 |
| `tests/core/governance/test_validation.py` | 188 | 4 | 12 | 0 |
| `scripts/extract_perplexity_pack.py` | 188 | 0 | 3 | 0 |
| `tests/core/agents/test_executor_governance.py` | 187 | 1 | 5 | 5 |
| `api/adapters/calendar_adapter/clients/calendar_adapter_client.py` | 187 | 2 | 2 | 9 |
| `tools/Phased Upgrades/Stage 1 - Phase 1-6/neo4j_backend.py` | 185 | 1 | 1 | 8 |
| `services/research/graph_runtime.py` | 181 | 1 | 2 | 7 |
| `config/settings.py` | 180 | 2 | 3 | 0 |
| `igor/audit-memory/orchestrators_memory_orchestrator.py` | 180 | 1 | 1 | 6 |
| `agents/codegenagent/extract_yaml_specs.py` | 179 | 0 | 4 | 0 |
| `igor/audit-tools/services_research_tools_tool_resolver.py` | 179 | 1 | 6 | 1 |
| `services/research/tools/tool_resolver.py` | 179 | 1 | 6 | 1 |
| `services/symbolic_computation/utils.py` | 179 | 1 | 8 | 0 |
| `tests/os/test_bootstrap.py` | 177 | 0 | 9 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.calendar_adapter/clients/calendar_adapter_client.py` | 177 | 2 | 2 | 9 |
| `services/research/agents/base_agent.py` | 177 | 1 | 5 | 3 |
| `runtime/gmp_tool.py` | 174 | 0 | 0 | 1 |
| `igor/audit-tools/runtime_gmp_tool.py` | 174 | 0 | 0 | 1 |
| `runtime/git_tool.py` | 173 | 0 | 0 | 1 |
| `tests/docker/test_env_validation.py` | 173 | 3 | 8 | 0 |
| `api/webhook_mac_agent.py` | 173 | 1 | 2 | 1 |
| `igor/audit-tools/runtime_git_tool.py` | 173 | 0 | 0 | 1 |
| `api/tools/router.py` | 171 | 2 | 1 | 3 |
| `services/research/graph_state.py` | 169 | 3 | 1 | 0 |
| `services/symbolic_computation/models.py` | 168 | 6 | 2 | 0 |
| `tests/services/symbolic_computation/test_c_gmp_engine.py` | 167 | 1 | 8 | 6 |
| `core/agents/bootstrap/orchestrator.py` | 166 | 1 | 1 | 2 |
| `tests/agents/codegenagent/test_c_gmp_engine.py` | 166 | 1 | 8 | 6 |
| `services/ocr_engine.py` | 166 | 0 | 2 | 0 |
| `services/research/insight_extractor.py` | 166 | 1 | 4 | 1 |
| `tools/Phased Upgrades/Stage 1 - Phase 1-6/telemetry.py` | 165 | 1 | 9 | 0 |
| `core/agents/bootstrap/phase_5_bind_tools.py` | 165 | 1 | 0 | 2 |
| `core/observability/__init__.py` | 165 | 0 | 0 | 0 |
| `core/schemas/tests/test_discriminators.py` | 165 | 6 | 14 | 0 |
| `_archived/codegen_slack_adapter/module.slack_adapter/tests/test_slack_webhook.py` | 164 | 3 | 4 | 10 |
| `core/commands/parser.py` | 162 | 0 | 3 | 0 |
| `tests/test_imports.py` | 162 | 5 | 7 | 0 |
| `ci/check_tool_naming.py` | 161 | 0 | 4 | 0 |
| `api/adapters/email_adapter/clients/email_adapter_client.py` | 161 | 2 | 2 | 7 |
| `api/adapters/twilio_adapter/clients/twilio_adapter_client.py` | 161 | 2 | 2 | 7 |
| `core/agents/bootstrap/phase_7_verify_and_lock.py` | 160 | 0 | 0 | 1 |
| `tests/world_model/test_wm_integrity.py` | 160 | 0 | 0 | 10 |
| `tools/Phased Upgrades/Stage 1 - Phase 1-6/bootstrap.py` | 159 | 0 | 0 | 3 |
| `runtime/mcp_tool.py` | 159 | 0 | 0 | 1 |
| `api/routes/research.py` | 159 | 2 | 1 | 3 |
| `igor/audit-tools/runtime_mcp_tool.py` | 159 | 0 | 0 | 1 |
| `tests/kernel/test_kernel_loader.py` | 158 | 0 | 10 | 0 |
| `services/research/agents/critic_agent.py` | 158 | 1 | 1 | 2 |
| `memory/extractor/code_extractor.py` | 157 | 1 | 3 | 0 |
| `codegen/templates/python/dora-template.py` | 157 | 0 | 0 | 1 |
| `igor/audit-memory/memory_extractor_code_extractor.py` | 157 | 1 | 3 | 0 |
| `runtime/gmp_approval.py` | 155 | 0 | 0 | 7 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.twilio_adapter/clients/twilio_adapter_client.py` | 155 | 2 | 2 | 7 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.email_adapter/clients/email_adapter_client.py` | 155 | 2 | 2 | 7 |
| `runtime/tool_call_wrapper.py` | 154 | 0 | 2 | 2 |
| `igor/audit-tools/runtime_tool_call_wrapper.py` | 154 | 0 | 2 | 2 |
| `core/schemas/__init__.py` | 153 | 0 | 0 | 0 |
| `_archived/archived_mcp_memory/src/models.py` | 153 | 15 | 0 | 0 |
| `igor/audit-memory/mcp_memory_src_models.py` | 153 | 15 | 0 | 0 |
| `memory/governance_patterns.py` | 152 | 2 | 3 | 0 |
| `tests/services/symbolic_computation/test_code_generator.py` | 152 | 6 | 7 | 5 |
| `igor/audit-memory/memory_governance_patterns.py` | 152 | 2 | 3 | 0 |
| `services/pdf_engine.py` | 152 | 0 | 1 | 0 |
| `core/observability/exporters.py` | 151 | 6 | 7 | 6 |
| `tests/performance/test_restart_recovery.py` | 151 | 0 | 0 | 10 |
| `services/research/agents/planner_agent.py` | 151 | 1 | 2 | 2 |
| `api/llm.py` | 150 | 0 | 3 | 0 |
| `tests/memory/test_memory_ingestion.py` | 149 | 0 | 0 | 10 |
| `scripts/cursor_check_mistakes.py` | 149 | 0 | 2 | 0 |
| `igor/audit-memory/tests_memory_test_memory_ingestion.py` | 149 | 0 | 0 | 10 |
| `tools/Phased Upgrades/Stage 1 - Phase 1-6/memory_api.py` | 148 | 1 | 1 | 6 |
| `tools/Phased Upgrades/Stage 1 - Phase 1-6/segments.py` | 147 | 5 | 5 | 0 |
| `memory/smoke_test.py` | 146 | 0 | 0 | 2 |
| `api/slack_client.py` | 146 | 2 | 1 | 1 |
| `core/commands/schemas.py` | 145 | 8 | 2 | 0 |
| `email_agent/oauth_server.py` | 143 | 1 | 5 | 0 |
| `memory/extractor/memory_extractor.py` | 142 | 1 | 5 | 0 |
| `igor/audit-memory/memory_extractor_memory_extractor.py` | 142 | 1 | 5 | 0 |
| `ir_engine/__init__.py` | 142 | 0 | 0 | 0 |
| `core/agents/bootstrap/phase_4_load_identity.py` | 141 | 0 | 0 | 1 |
| `tests/agents/test_l_cto_memory_emission.py` | 141 | 1 | 0 | 4 |
| `igor/audit-memory/memory_smoke_test.py` | 141 | 0 | 0 | 2 |
| `memory/__init__.py` | 140 | 0 | 0 | 0 |
| `igor/01-07-2026/L9 Memory Substrate Audit/script_7.py` | 140 | 0 | 0 | 0 |
| `orchestration/__init__.py` | 136 | 0 | 0 | 0 |
| `igor/audit-tools/api_tools_router.py` | 136 | 2 | 1 | 2 |
| `services/symbolic_computation/core/models.py` | 135 | 10 | 0 | 0 |
| `core/schemas/universal_schema.py` | 134 | 0 | 1 | 0 |
| `igor/audit-memory/core_schemas_universal_schema.py` | 134 | 0 | 1 | 0 |
| `tools/Phased Upgrades/Stage 1 - Phase 1-6/redis_cache.py` | 132 | 1 | 2 | 6 |
| `tests/orchestrators/test_task_execution.py` | 132 | 0 | 10 | 0 |
| `igor/01-07-2026/L9 Memory Substrate Audit/substrate_alignment.py` | 132 | 2 | 2 | 5 |
| `tests/integration/test_api_memory_integration.py` | 130 | 1 | 14 | 0 |
| `scripts/run_single_deep_research.py` | 130 | 0 | 1 | 0 |
| `_archived/codegen_slack_adapter/module.slack_adapter/clients/slack_webhook_client.py` | 129 | 2 | 2 | 6 |
| `orchestrators/reasoning/adapter_node.py` | 129 | 2 | 3 | 1 |
| `orchestrators/world_model/scheduler.py` | 127 | 1 | 3 | 1 |
| `orchestrators/evolution/interface.py` | 127 | 8 | 0 | 4 |
| `tests/world_model/test_world_model_repository_basic.py` | 125 | 3 | 2 | 13 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/anomaly_handler.py` | 125 | 4 | 0 | 2 |
| `igor/audit-memory/memory___init__.py` | 125 | 0 | 0 | 0 |
| `config/research_settings.py` | 123 | 2 | 2 | 0 |
| `core/observability/config.py` | 122 | 1 | 2 | 0 |
| `codegen/code-gen-files/__init__.py` | 122 | 0 | 0 | 0 |
| `runtime/__init__.py` | 121 | 0 | 0 | 0 |
| `tests/orchestrators/test_kernel_injection.py` | 121 | 0 | 10 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/world_model_bridge.py` | 121 | 3 | 1 | 4 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.twilio_adapter/tests/test_twilio_adapter_integration.py` | 120 | 1 | 6 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.calendar_adapter/tests/test_calendar_adapter_integration.py` | 120 | 1 | 6 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.email_adapter/tests/test_email_adapter_integration.py` | 120 | 1 | 6 | 0 |
| `api/routes/worldmodel.py` | 120 | 0 | 1 | 5 |
| `aios/runtime.py` | 119 | 1 | 5 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/escalation_handler.py` | 119 | 4 | 1 | 2 |
| `api/adapters/calendar_adapter/tests/test_calendar_adapter_integration.py` | 118 | 1 | 6 | 0 |
| `api/adapters/email_adapter/tests/test_email_adapter_integration.py` | 118 | 1 | 6 | 0 |
| `api/adapters/twilio_adapter/tests/test_twilio_adapter_integration.py` | 118 | 1 | 6 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/tensor_coordinator.py` | 117 | 2 | 1 | 3 |
| `orchestrators/meta/interface.py` | 116 | 8 | 0 | 3 |
| `tests/kernel/test_kernel_merge.py` | 115 | 0 | 7 | 0 |
| `core/agents/bootstrap/phase_2_instantiate.py` | 114 | 1 | 0 | 1 |
| `core/agents/bootstrap/phase_1_load_kernels.py` | 114 | 1 | 0 | 1 |
| `tests/runtime/test_websocket_orchestrator_basic.py` | 114 | 2 | 1 | 7 |
| `tests/world_model/test_wm_nodes.py` | 114 | 0 | 0 | 9 |
| `dev/tools/global_state_audit.py` | 114 | 1 | 5 | 0 |
| `tests/runtime/test_ws_protocol_static.py` | 113 | 3 | 5 | 0 |
| `tests/services/symbolic_computation/test_meta_loader.py` | 113 | 1 | 9 | 0 |
| `tests/agents/codegenagent/test_meta_loader.py` | 112 | 1 | 9 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/compliance_checker.py` | 112 | 3 | 2 | 0 |
| `_archived/codegen_slack_adapter/module.slack_adapter/routes/slack_webhook.py` | 112 | 3 | 0 | 3 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/tests/domain_tensor_bridge/test_bridge_controller.py` | 111 | 2 | 2 | 6 |
| `tests/memory/test_memory_adapter_basic.py` | 110 | 1 | 3 | 3 |
| `tests/os/test_controller.py` | 110 | 0 | 3 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/domain_packet_handler.py` | 110 | 1 | 2 | 3 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/context_enricher.py` | 110 | 2 | 1 | 1 |
| `igor/audit-memory/tests_memory_test_memory_adapter_basic.py` | 110 | 1 | 3 | 3 |
| `memory/state_manager.py` | 109 | 1 | 2 | 5 |
| `aios/bootstrap.py` | 109 | 1 | 7 | 0 |
| `igor/audit-memory/memory_state_manager.py` | 109 | 1 | 2 | 5 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/reflective_auditor.py` | 107 | 2 | 1 | 0 |
| `services/symbolic_computation/config.py` | 107 | 1 | 2 | 0 |
| `core/kernel_wiring/__init__.py` | 106 | 0 | 1 | 0 |
| `tests/runtime/test_packet_envelopes_invariants.py` | 106 | 0 | 5 | 0 |
| `api/adapters/calendar_adapter/routes/calendar_adapter.py` | 106 | 0 | 0 | 3 |
| `api/adapters/email_adapter/routes/email_adapter.py` | 106 | 0 | 0 | 3 |
| `api/adapters/twilio_adapter/routes/twilio_adapter.py` | 106 | 0 | 0 | 3 |
| `core/moduleregistry.py` | 105 | 3 | 6 | 0 |
| `tests/integration/test_kernel_router_orchestrator_end_to_end.py` | 105 | 1 | 6 | 1 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.twilio_adapter/routes/twilio_adapter.py` | 105 | 0 | 0 | 3 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.calendar_adapter/routes/calendar_adapter.py` | 105 | 0 | 0 | 3 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.email_adapter/routes/email_adapter.py` | 105 | 0 | 0 | 3 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/embedding_processor.py` | 101 | 2 | 3 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/symbolic_reasoner.py` | 101 | 2 | 2 | 0 |
| `api/routes/modules.py` | 101 | 0 | 1 | 1 |
| `core/agents/bootstrap/phase_3_bind_kernels.py` | 99 | 0 | 0 | 1 |
| `api/adapters/twilio_adapter/config.py` | 98 | 1 | 3 | 0 |
| `core/agents/bootstrap/phase_6_wire_governance.py` | 97 | 0 | 0 | 1 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/packet_formatter.py` | 97 | 1 | 4 | 0 |
| `tools/Phased Upgrades/Stage 1 - Phase 1-6/summarizer.py` | 96 | 1 | 2 | 5 |
| `tests/agents/test_base_agent.py` | 96 | 0 | 4 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/__init__.py` | 96 | 0 | 0 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/tests/domain_tensor_bridge/test_governance_integration.py` | 96 | 3 | 2 | 5 |
| `igor/01-07-2026/L9 Memory Substrate Audit/circuit_breaker.py` | 96 | 3 | 6 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/tensoraios_bridge.py` | 95 | 1 | 1 | 5 |
| `config/memory_substrate_settings.py` | 94 | 2 | 2 | 0 |
| `scripts/test_research_factory.py` | 94 | 0 | 0 | 2 |
| `igor/audit-memory/config_memory_substrate_settings.py` | 94 | 2 | 2 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/tests/domain_tensor_bridge/test_reasoning_engine.py` | 93 | 3 | 1 | 6 |
| `api/adapters/calendar_adapter/config.py` | 93 | 1 | 3 | 0 |
| `core/kernels/__init__.py` | 92 | 0 | 1 | 0 |
| `tests/mac_agent/test_executor.py` | 92 | 0 | 1 | 2 |
| `tests/kernel/test_kernel_constraints.py` | 92 | 0 | 6 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/analogical_reasoner.py` | 92 | 2 | 0 | 1 |
| `api/webhook_twilio.py` | 92 | 0 | 1 | 1 |
| `api/adapters/calendar_adapter/services/calendar_adapter_service.py` | 92 | 1 | 1 | 2 |
| `core/agents/bootstrap/phase_0_validate.py` | 91 | 0 | 0 | 1 |
| `tests/api/test_server_health.py` | 91 | 1 | 3 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/causal_reasoner.py` | 91 | 2 | 2 | 1 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/domain_tensor_bridge/domain_context_builder.py` | 91 | 2 | 1 | 0 |
| `memory/extractor/module_schema_extractor.py` | 90 | 1 | 2 | 0 |
| `tests/memory/test_pruning.py` | 90 | 0 | 0 | 5 |
| `api/adapters/email_adapter/config.py` | 90 | 1 | 3 | 0 |
| `igor/audit-memory/tests_memory_test_pruning.py` | 90 | 0 | 0 | 5 |
| `igor/audit-memory/memory_extractor_module_schema_extractor.py` | 90 | 1 | 2 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.twilio_adapter/services/twilio_adapter_service.py` | 89 | 1 | 1 | 2 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.calendar_adapter/services/calendar_adapter_service.py` | 89 | 1 | 1 | 2 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.email_adapter/services/email_adapter_service.py` | 89 | 1 | 1 | 2 |
| `graph_adapter/packet_node_adapter.py` | 89 | 1 | 2 | 1 |
| `api/adapters/email_adapter/services/email_adapter_service.py` | 89 | 1 | 1 | 2 |
| `api/adapters/twilio_adapter/services/twilio_adapter_service.py` | 89 | 1 | 1 | 2 |
| `tests/orchestrators/test_rate_limit_persistence.py` | 88 | 0 | 0 | 8 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/tests/domain_tensor_bridge/test_memory_integration.py` | 88 | 4 | 1 | 5 |
| `tests/memory/test_blob_offload.py` | 87 | 0 | 0 | 6 |
| `igor/audit-memory/tests_memory_test_blob_offload.py` | 87 | 0 | 0 | 6 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/tests/domain_tensor_bridge/test_context_enrichment.py` | 86 | 2 | 2 | 4 |
| `tools/mac_protocol.py` | 84 | 4 | 2 | 0 |
| `tests/email_agent/test_email_triage.py` | 84 | 0 | 2 | 0 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/tests/domain_tensor_bridge/test_packet_routing.py` | 84 | 2 | 2 | 4 |
| `igor/audit-tools/tools_mac_protocol.py` | 84 | 4 | 2 | 0 |
| `tests/integration/test_api_agent_integration.py` | 83 | 1 | 6 | 0 |
| `igor/01-07-2026/L9 Memory Substrate Audit/query_injection.py` | 83 | 1 | 3 | 0 |
| `tests/core/security/test_permission_graph.py` | 82 | 0 | 0 | 2 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.twilio_adapter/config.py` | 82 | 1 | 3 | 0 |
| `api/adapters/calendar_adapter/schemas.py` | 82 | 6 | 0 | 0 |
| `api/adapters/email_adapter/schemas.py` | 82 | 6 | 0 | 0 |
| `api/adapters/twilio_adapter/schemas.py` | 82 | 6 | 0 | 0 |
| `tests/core/aios/test_runtime.py` | 81 | 0 | 1 | 1 |
| `tests/orchestrators/test_ws_task_router_routing.py` | 81 | 1 | 3 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.calendar_adapter/config.py` | 81 | 1 | 3 | 0 |
| `core/commands/__init__.py` | 80 | 0 | 2 | 3 |
| `tests/email_agent/test_email_router.py` | 80 | 0 | 2 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.email_adapter/config.py` | 80 | 1 | 3 | 0 |
| `_archived/codegen_slack_adapter/Slack-Audit-Pack/conftest.py` | 80 | 0 | 6 | 0 |
| `tests/core/tools/test_tool_graph.py` | 79 | 0 | 1 | 1 |
| `agents/codegenagent/__init__.py` | 79 | 0 | 0 | 0 |
| `api/adapters/calendar_adapter/__init__.py` | 79 | 0 | 1 | 0 |
| `api/adapters/email_adapter/__init__.py` | 79 | 0 | 1 | 0 |
| `api/adapters/twilio_adapter/__init__.py` | 79 | 0 | 1 | 0 |
| `igor/audit-tools/tests_core_tools_test_tool_graph.py` | 79 | 0 | 1 | 1 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.twilio_adapter/schemas.py` | 78 | 6 | 0 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.calendar_adapter/schemas.py` | 78 | 6 | 0 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.email_adapter/schemas.py` | 78 | 6 | 0 | 0 |
| `tools/cursor_client.py` | 77 | 1 | 5 | 0 |
| `tests/collaborative_cells/test_base_cell.py` | 77 | 0 | 3 | 0 |
| `igor/audit-tools/tools_cursor_client.py` | 77 | 1 | 5 | 0 |
| `tests/memory/test_embedding_filter.py` | 76 | 1 | 9 | 0 |
| `tests/integration/test_slack_dispatch_integration.py` | 76 | 1 | 3 | 0 |
| `tests/integration/test_ws_task_routing_integration.py` | 76 | 1 | 0 | 3 |
| `_archived/archived_mcp_memory/src/config.py` | 76 | 2 | 0 | 0 |
| `igor/audit-memory/mcp_memory_src_config.py` | 76 | 2 | 0 | 0 |
| `memory/extractor/base_extractor.py` | 75 | 1 | 5 | 0 |
| `tests/agents/test_architect_agents.py` | 75 | 0 | 3 | 0 |
| `igor/audit-memory/memory_extractor_base_extractor.py` | 75 | 1 | 5 | 0 |
| `core/retrievers/substrate_retriever.py` | 74 | 1 | 2 | 1 |
| `mac_agent/config.py` | 73 | 1 | 2 | 0 |
| `tests/integration/test_world_model_repository_integration.py` | 70 | 1 | 2 | 1 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/tests/domain_tensor_bridge/test_api_surfaces.py` | 70 | 2 | 1 | 3 |
| `aios/router.py` | 69 | 1 | 3 | 0 |
| `tests/simulation/test_simulation_engine.py` | 69 | 0 | 1 | 1 |
| `igor/01-07-2026/TODO/Memory - Strategic Memory/Harvested Files/strategymemory_interface.py` | 69 | 5 | 0 | 3 |
| `services/symbolic_computation/logger.py` | 69 | 1 | 4 | 0 |
| `memory/index_syncer.py` | 68 | 1 | 1 | 3 |
| `tests/integration/test_orchestrator_memory_integration.py` | 68 | 2 | 2 | 4 |
| `tests/integration/test_kernel_agent_activation_integration.py` | 68 | 1 | 4 | 0 |
| `igor/audit-memory/memory_index_syncer.py` | 68 | 1 | 1 | 3 |
